University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of California Irvine,https://shc.uci.edu,2,"['https://shc.uci.edu/services/online-sti-screening-program', 'https://shc.uci.edu/sites/default/files/docs/uci-shc-womens-health-history.pdf']",1249,58.48,11.74,1,1,0,0.02,0.621,0.04,"['Thu, 16 Jul 2020 14:09:36 GMT', 'Thu, 22 Feb 2018 21:07:16 GMT']",2,"['https://shc.uci.edu', 'https://shc.uci.edu/services', 'https://shc.uci.edu/services/online-sti-screening-program']",1
University of California Los Angeles,https://www.studenthealth.ucla.edu,3,"['https://www.studenthealth.ucla.edu/service/pharmacy', 'https://www.studenthealth.ucla.edu/services/prep-clinic', 'https://www.studenthealth.ucla.edu/outreach-and-supply-requests']",1135,70.23,7.66,4,2,2,0.027,0.619,0.058,"[-1, -1, -1]",1,"['https://www.studenthealth.ucla.edu', 'https://www.studenthealth.ucla.edu/services/bruin-health-pharmacy']",1
University of California Riverside,https://studenthealth.ucr.edu,,,,,,,,,,,,,,,0
University of California San Diego,https://wellness.ucsd.edu/studenthealth/Pages,,,,,,,,,,,,,,,0
University of California Santa Barbara,http://studenthealth.sa.ucsb.edu,6,"['http://studenthealth.sa.ucsb.edu/medical-services/reproductiveandsexualhealth/hiv-prep', 'http://studenthealth.sa.ucsb.edu/health-topics/hiv-and-aids', 'http://studenthealth.sa.ucsb.edu/docs/default-source/forms/confidential-health-history_202002606c917c615d65cca2d6ff000065a81b.pdf?sfvrsn=c531f4ab_0', 'https://studenthealth.sa.ucsb.edu/docs/default-source/travel/packing-a-travel-health-kit.pdf?sfvrsn=2761f4ab_2', 'https://studenthealth.sa.ucsb.edu/docs/default-source/travel/staying-safe-and-healthy-tips-for-lgbtq-travellers.pdf?sfvrsn=5261f4ab_2', 'https://studenthealth.sa.ucsb.edu/docs/default-source/default-document-library/spring-break-safety-tip-sheet.pdf?sfvrsn=0']",237471,70.02,7.2,4,2,2,0.023,0.494,0.181,"[-1, -1, 'Thu, 27 Feb 2020 19:49:51 GMT', 'Fri, 08 Nov 2019 21:46:11 GMT', 'Fri, 08 Nov 2019 21:46:10 GMT', 'Tue, 10 Mar 2015 19:02:45 GMT']",1,"['http://studenthealth.sa.ucsb.edu', 'http://studenthealth.sa.ucsb.edu/docs/default-source/hours---after-hours-or-clinic-hours/after-hours_20200415_final.pdf?sfvrsn=12d1f4ab_0']",1
University of California Santa Cruz,https://healthcenter.ucsc.edu,10,"['https://healthcenter.ucsc.edu/services/birthcontrol.html', 'https://healthcenter.ucsc.edu/pharmacy/faq/contraceptives.html', 'https://healthcenter.ucsc.edu/wellness/sex.html', 'https://healthcenter.ucsc.edu/pharmacy/services.html', 'https://healthcenter.ucsc.edu/forms/student-handbook/HC-119-The-Pill.pdf', 'https://healthcenter.ucsc.edu/location/index.html', 'https://healthcenter.ucsc.edu/pharmacy/references/vitex%20berry.pdf', 'https://healthcenter.ucsc.edu/forms/student-handbook/hc-748-testing-for-stis-2-15-19.pdf', 'https://healthcenter.ucsc.edu/forms/student-handbook/HC-745-Vaginal-Contraceptive-Ring.pdf', 'https://healthcenter.ucsc.edu/forms/student-handbook/HC-413-POP-Mini-Pill.pdf']",3187,74.41,6.1,16,11,5,0.067,0.558,0.163,"[-1, -1, -1, -1, 'Tue, 23 Jun 2020 20:12:49 GMT', -1, 'Tue, 23 Jun 2020 20:12:58 GMT', 'Tue, 23 Jun 2020 20:12:49 GMT', 'Tue, 23 Jun 2020 20:12:50 GMT', 'Tue, 23 Jun 2020 20:12:49 GMT']",1,"['https://healthcenter.ucsc.edu', 'https://healthcenter.ucsc.edu/wellness/sex.html']",1
California State University Maritime Academy,https://www.csum.edu/web/health-services,1,['https://www.csum.edu/web/health-services/medical-services/index.html'],970,70.07,7.26,4,2,2,0.039,0.516,0.126,"['Mon, 13 Jul 2020 22:46:10 GMT']",1,"['https://www.csum.edu/web/health-services', 'https://www.csum.edu/web/health-services/medical-services/index.html']",1
Humboldt State University,https://wellbeing.humboldt.edu,9,"['https://wellbeing.humboldt.edu/sexual-health', 'https://wellbeing.humboldt.edu/vending-machines', 'https://wellbeing.humboldt.edu/sites/default/files/health/hsu_peerhealth_costanalysis.pdf', 'https://wellbeing.humboldt.edu/sites/default/files/health/PrEP%20for%20men%20who%20have%20sex%20with%20men.pdf', 'https://wellbeing.humboldt.edu/sites/default/files/health/PrEP%20for%20transgender%20women.pdf', 'https://wellbeing.humboldt.edu/sites/default/files/health/PrEP%20for%20women%20who%20have%20sex%20with%20men.pdf', 'https://wellbeing.humboldt.edu/sensitive-exams', 'https://wellbeing.humboldt.edu/data-strategic-planning', 'https://wellbeing.humboldt.edu/sites/default/files/health/vpsa_new_and_expaned_health_services.pdf']",6308,60.29,10.83,14,8,6,0.046,0.588,0.07,"[-1, -1, 'Wed, 18 Dec 2019 13:54:35 GMT', 'Wed, 18 Dec 2019 13:54:35 GMT', 'Wed, 18 Dec 2019 13:54:35 GMT', 'Wed, 18 Dec 2019 13:54:35 GMT', -1, -1, 'Wed, 18 Dec 2019 13:54:35 GMT']",-1,[],1
San Diego State University,https://sa.sdsu.edu/student-health-services,,,,,,,,,,,,,,,0
San Francisco State University,https://health.sfsu.edu,,,,,,,,,,,,,,,0
San Jose State University,https://www.sjsu.edu/studenthealth,,,,,,,,,,,,,,,0
Sonoma State University,https://health.sonoma.edu,4,"['http://health.sonoma.edu/services/appointments/reproductive-health/birth-control', 'http://health.sonoma.edu/shac/activities-and-accomplishments', 'https://health.sonoma.edu/sites/health/files/whe_info.pdf', 'https://health.sonoma.edu/health-topics/reproductive-health']",3249,72.99,6.15,6,3,3,0.032,0.677,0.025,"['Thu, 16 Jul 2020 14:10:04 GMT', 'Thu, 16 Jul 2020 14:10:06 GMT', 'Thu, 16 Jul 2020 14:10:08 GMT', 'Thu, 16 Jul 2020 14:10:09 GMT']",2,"['https://health.sonoma.edu', 'https://health.sonoma.edu/shac-student-health-activities-club', 'https://health.sonoma.edu/shac/activities-and-accomplishments']",1
University of Colorado Denver/Anschutz Medical Campus,https://nursing.cuanschutz.edu,,,,,,,,,,,,,,,0
University of Colorado Colorado Springs,https://www.uccs.edu/recwellness/health-services,,,,,,,,,,,,,,,0
University of Colorado Boulder,https://www.colorado.edu/healthcenter,3,"['https://www.colorado.edu/healthcenter/sti', 'https://www.colorado.edu/healthcenter/services', 'https://www.colorado.edu/healthcenter/services/travel-clinic/during-and-after-your-trip']",1221,72.04,5.97,2,1,1,0.025,0.504,0.045,"['Thu, 16 Jul 2020 08:03:09 GMT', 'Thu, 16 Jul 2020 08:16:06 GMT', 'Thu, 16 Jul 2020 01:48:42 GMT']",1,"['https://www.colorado.edu/healthcenter', 'https://www.colorado.edu/healthcenter/services']",1
Colorado School of Mines,https://www.mines.edu/student-health,,,,,,,,,,,,,,,0
Colorado State University Fort Collins,https://health.colostate.edu,9,"['https://health.colostate.edu/condoms/', 'https://health.colostate.edu/sexual-health-resources/', 'https://health.colostate.edu/crews/', 'https://health.colostate.edu/sexual-health-initiatives/', 'https://health.colostate.edu/womens-care/', 'https://health.colostate.edu/presentation-request/', 'https://health.colostate.edu/wp-content/uploads/2019/01/IUD-Handout-PDF-.pdf', 'https://health.colostate.edu/increase-in-hepatitis-a-cases-in-colorado/', 'https://health.colostate.edu/presentation-request-form/']",13053,47.62,12.41,111,65,46,0.11,0.571,0.175,"['Wed, 15 Jul 2020 00:09:36 GMT', 'Wed, 15 Jul 2020 01:09:56 GMT', 'Tue, 14 Jul 2020 22:10:38 GMT', 'Tue, 14 Jul 2020 22:09:46 GMT', 'Tue, 14 Jul 2020 21:09:40 GMT', 'Wed, 15 Jul 2020 21:10:38 GMT', 'Tue, 29 Jan 2019 19:54:37 GMT', 'Tue, 14 Jul 2020 23:10:40 GMT', 'Wed, 15 Jul 2020 01:10:08 GMT']",-1,[],1
Fort Lewis College,https://www.fortlewis.edu/life-at-flc/health-safety/health-center,2,"['https://www.fortlewis.edu/life-at-flc/health-safety/health-center/faq', 'https://www.fortlewis.edu/life-at-flc/health-safety/health-center/medical-services-and-fees/medical-services']",1405,68.27,6.77,4,2,2,0.025,0.612,0.072,"[-1, -1]",1,"['https://www.fortlewis.edu/life-at-flc/health-safety/health-center', 'https://www.fortlewis.edu/life-at-flc/health-safety/health-center/faq']",1
Colorado Mesa University,https://www.coloradomesa.edu/student-services/wellness,,,,,,,,,,,,,,,0
Metropolitan State University of Denver,https://www.msudenver.edu/healthcenter,1,['https://www.msudenver.edu/healthcenter/medicalservices/freeclinicalservices/'],1464,79.61,5.65,2,2,0,0.042,0.756,0.006,"['Tue, 25 Feb 2020 01:53:22 GMT']",2,"['https://www.msudenver.edu/healthcenter', 'https://www.msudenver.edu/healthcenter/medicalservices/', 'https://www.msudenver.edu/healthcenter/medicalservices/freeclinicalservices/']",1
University of Northern Colorado,https://www.unco.edu/student-health-center,5,"['https://www.unco.edu/student-health-center/health-topics/zika-virus.aspx', 'https://www.unco.edu/student-health-center/health-topics/chlamydia.aspx', 'https://www.unco.edu/student-health-center/health-topics/genital-warts-hpv.aspx', 'https://www.unco.edu/student-health-center/health-topics/genital-herpes.aspx', 'https://www.unco.edu/student-health-center/health-topics/gonorrhea.aspx']",3315,82.82,4.47,31,19,12,0.084,0.557,0.062,"[-1, -1, -1, -1, -1]",2,"['https://www.unco.edu/student-health-center', 'https://www.unco.edu/student-health-center/health-topics/', 'https://www.unco.edu/student-health-center/health-topics/gonorrhea.aspx']",1
Colorado State University Pueblo,https://www.csupueblo.edu/student-health-services,,,,,,,,,,,,,,,0
Western State Colorado University,https://western.edu/student-life/health-wellness,,,,,,,,,,,,,,,0
Central Connecticut State University,https://web.ccsu.edu/healthservices/?redirected,,,,,,,,,,,,,,,0
University of Connecticut,https://shs.uconn.edu,,,,,,,,,,,,,,,0
Eastern Connecticut State University,https://www.easternct.edu/health-services,,,,,,,,,,,,,,,0
Southern Connecticut State University,https://inside.southernct.edu/health-services,1,['https://inside.southernct.edu/health-services/services'],1190,65.93,6.48,2,1,1,0.026,0.783,0.061,"['Thu, 16 Jul 2020 14:11:52 GMT']",1,"['https://inside.southernct.edu/health-services', 'https://inside.southernct.edu/health-services/services']",1
Western Connecticut State University,https://www.wcsu.edu/healthservices,,,,,,,,,,,,,,,0
Delaware State University,https://www.desu.edu/student-life/student-health-services,,,,,,,,,,,,,,,0
University of Delaware,https://sites.udel.edu/studenthealth,2,"['http://sites.udel.edu/studenthealth/men/', 'https://sites.udel.edu/studenthealth/women/']",1730,50.39,9.17,4,2,2,0.035,0.543,0.143,"[-1, -1]",2,"['https://sites.udel.edu/studenthealth', 'https://sites.udel.edu/studenthealth/services/', 'https://sites.udel.edu/studenthealth/men/']",1
University of the District of Columbia,https://www.udc.edu/health-services,,,,,,,,,,,,,,,0
University of Central Florida,https://studenthealth.ucf.edu,,,,,,,,,,,,,,,0
Chipola College,https://www.chipola.edu/studentservices,,,,,,,,,,,,,,,0
Florida SouthWestern State College,https://www.fsw.edu/publichealthresources,,,,,,,,,,,,,,,0
Florida Agricultural and Mechanical University,http://www.famu.edu,9,"['http://www.famu.edu/index.cfm?shs&WellnessCenter', 'http://www.famu.edu/index.cfm?shs&RattlerWellness', 'http://www.famu.edu/index.cfm?shs&Pharmacy', 'http://www.famu.edu/index.cfm?shs&ZikaUpdate', 'http://www.famu.edu/index.cfm?oied&HealthGuidelines', 'http://www.famu.edu/shs/Late%20Night%20Testing%20agreement.pdf', 'http://www.famu.edu/Assessment/ip1213/Social%20Work%20BSW%202012%202013.pdf', 'http://www.famu.edu/DepartmentofSociologyandCriminalJustice/VITAGRAY%20current%202018.pdf', 'https://www.famu.edu/DOR_division_of_research/FAMU%202013%20Spring%20Researcher%20-%20WEB.pdf']",5526,61.56,8.93,8,6,2,0.046,0.518,0.146,"[-1, -1, -1, -1, -1, 'Mon, 18 Apr 2016 15:24:20 GMT', 'Fri, 03 Jan 2014 21:37:46 GMT', 'Fri, 16 Mar 2018 14:55:09 GMT', 'Sun, 21 Apr 2013 20:49:03 GMT']",2,"['http://www.famu.edu', 'http://www.famu.edu/index.cfm?Assessment', 'http://www.famu.edu/Assessment/Copy%20of%20STARS%20Assessment%20RubricREV.PDF']",1
