University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
University of Central Arkansas,https://uca.edu/studenthealth,2,"['https://uca.edu/studenthealth/womens-health-clinic-2/', 'https://uca.edu/studenthealth/womens-health-clinic']",718,73.63,6.42,11,8,3,0,0,0,0,0.183,0.634,0.013,"[-1, -1]",1,"['https://uca.edu/studenthealth', 'https://uca.edu/studenthealth/womens-health-clinic-2/']",1
Henderson State University,https://www.hsu.edu/pages/about/administration/student-affairs-and-student-success/student-health-and-counseling,,,,,,,,,,,,,,,,,,,0
Southern Arkansas University Main Campus,https://web.saumag.edu/health,,,,,,,,,,,,,,,,,,,0
University of Arkansas Fort Smith,https://campuslife.uafs.edu/services/health-center,,,,,,,,,,,,,,,,,,,0
California Polytechnic State University San Luis Obispo,https://chw.calpoly.edu,,,,,,,,,,,,,,,,,,,0
California State University Bakersfield,https://www.csub.edu/healthcenter,5,"['https://www.csub.edu/healthcenter/Services/women/index.html', 'https://www.csub.edu/healthcenter/information/fees/index.html', 'https://www.csub.edu/healthcenter/information/pact/index.html', 'https://www.csub.edu/healthcenter/Services/avclinic/index.html', 'https://www.csub.edu/healthcenter/information/index.html']",4194,62.6,7.73,9,6,3,0,0,0,0,0.075,0.577,0.151,"['Sat, 12 Sep 2020 09:39:43 GMT', 'Sat, 12 Sep 2020 09:39:40 GMT', 'Sat, 12 Sep 2020 09:39:39 GMT', 'Sat, 12 Sep 2020 09:39:44 GMT', 'Sat, 12 Sep 2020 09:39:37 GMT']",1,"['https://www.csub.edu/healthcenter', 'https://www.csub.edu/healthcenter/information/index.html']",1
California State University Stanislaus,https://www.csustan.edu/health-center,2,"['https://www.csustan.edu/health-center/clinical-services/laboratory-radiology', 'https://www.csustan.edu/health-center/clinical-services']",1096,69.69,5.84,1,1,0,0,0,0,0,0.055,0.677,0.142,"['Fri, 18 Sep 2020 00:58:12 GMT', 'Fri, 18 Sep 2020 00:58:13 GMT']",1,"['https://www.csustan.edu/health-center', 'https://www.csustan.edu/health-center/clinical-services']",1
California State University San Bernardino,https://www.csusb.edu/student-health-center,1,['https://www.csusb.edu/student-health-center'],2193,60.45,8.06,2,1,1,0,0,0,0,0.057,0.653,0.047,"['Fri, 18 Sep 2020 00:57:37 GMT']",0,['https://www.csusb.edu/student-health-center'],1
California State Polytechnic University Pomona,https://www.cpp.edu/health,8,"['https://www.cpp.edu/health/health-services/womens-exam.shtml', 'https://www.cpp.edu/health/health-topics/screenings-exams1.shtml', 'https://www.cpp.edu/health/health-topics/std-screening.shtml', 'https://www.cpp.edu/health/health-topics/screenings-exams.shtml', 'https://www.cpp.edu/health/health-topics/faq-sexual-health.shtml', 'https://www.cpp.edu/health/student-health-services.shtml', 'https://www.cpp.edu/health/health-topics/sexually-transmitted-infections.shtml', 'https://www.cpp.edu/health/index.shtml']",6519,77.88,5.94,28,17,1,0,0,10,0,0.13,0.543,0.097,"[-1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://www.cpp.edu/health', 'https://www.cpp.edu/health/index.shtml']",1
California State University Chico,https://www.csuchico.edu/healthcenter,,,,,,,,,,,,,,,,,,,0
California State University Dominguez Hills,https://www.csudh.edu/shs,2,"['https://www.csudh.edu/shs/student-health-services/general-info/', 'https://www.csudh.edu/shs/student-health-services/']",2493,46.88,10.26,2,1,1,0,0,0,0,0.035,0.616,0.146,"['Wed, 16 Sep 2020 08:25:43 GMT', 'Wed, 16 Sep 2020 08:16:30 GMT']",1,"['https://www.csudh.edu/shs', 'https://www.csudh.edu/shs/student-health-services/']",1
California State University Fresno,http://www.fresnostate.edu/studentaffairs/health,,,,,,,,,,,,,,,,,,,0
California State University Fullerton,http://www.fullerton.edu/health,,,,,,,,,,,,,,,,,,,0
California State University East Bay,https://www.csueastbay.edu/shcs,1,['https://www.csueastbay.edu/shcs/services/womens-health.html'],998,55.82,9.2,2,0,0,0,0,1,1,0.039,0.507,0.321,[-1],1,"['https://www.csueastbay.edu/shcs', 'https://www.csueastbay.edu/shcs/services/womens-health.html']",1
California State University Long Beach,https://web.csulb.edu/divisions/students/shs,2,"['https://web.csulb.edu/divisions/students/shs/services/reproductive_health.html', 'https://web.csulb.edu/divisions/students/shs/services/familypact.html']",1729,68.45,6.52,2,0,0,0,0,2,0,0.048,0.511,0.17,"[-1, -1]",1,"['https://web.csulb.edu/divisions/students/shs', 'https://web.csulb.edu/divisions/students/shs/services/reproductive_health.html']",1
California State University Los Angeles,https://www.calstatela.edu/studenthealthcenter,,,,,,,,,,,,,,,,,,,0
California State University Northridge,https://www.csun.edu/shc,,,,,,,,,,,,,,,,,,,0
California State University Sacramento,https://www.csus.edu/student-life/health-counseling,,,,,,,,,,,,,,,,,,,0
University of California Berkeley,https://uhs.berkeley.edu,10,"['https://uhs.berkeley.edu/medical/primary-care/gynecology-services/gynecological-care-and-screening', 'https://uhs.berkeley.edu/sites/default/files/WomensHealth.pdf', 'https://uhs.berkeley.edu/medical/primary-care/preventive-health/recommended-health-screening-exams-tests', 'https://uhs.berkeley.edu/sites/default/files/Colposcopy.pdf', 'https://uhs.berkeley.edu/sites/default/files/hpv_background_information.pdf', 'https://uhs.berkeley.edu/medical/sample-fees']",3313,67.64,7.51,17,8,6,0,0,2,1,0.122,0.551,0.163,"['Fri, 18 Sep 2020 01:02:11 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Fri, 18 Sep 2020 01:02:13 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Mon, 06 Jan 2020 06:46:54 GMT', 'Fri, 18 Sep 2020 00:47:51 GMT', 'Fri, 06 Mar 2020 22:39:11 GMT']",1,"['https://uhs.berkeley.edu', 'https://uhs.berkeley.edu/medical/sample-fees']",1
University of California Davis,https://shcs.ucdavis.edu,10,"['https://shcs.ucdavis.edu/services/womens-health-services', 'https://shcs.ucdavis.edu/blog/your-pelvic-health-important', 'https://shcs.ucdavis.edu/services/sti-testing', 'https://shcs.ucdavis.edu/topics/human-papillomavirus-hpv', 'https://shcs.ucdavis.edu/services/primary-care', 'https://shcs.ucdavis.edu/topics/hpv-vaccine', 'https://shcs.ucdavis.edu/topics/tobacco-cessation', 'https://shcs.ucdavis.edu/topics/genital-warts-hpv', 'https://shcs.ucdavis.edu/blog/archive/general-shcs-info/getting-smart-about-hpv-vaccine', 'https://shcs.ucdavis.edu/blog/archive/general-shcs-info/are-you-positive-youre-negative']",11344,69.19,8.27,30,5,1,0,0,19,5,0.112,0.555,0.124,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://shcs.ucdavis.edu', 'https://shcs.ucdavis.edu/services/sti-testing']",1
University of California Irvine,https://shc.uci.edu,5,"['https://shc.uci.edu/faq', 'https://shc.uci.edu/services/specialty-care', 'https://shc.uci.edu/sites/default/files/UC%20SHIP_SHC%20Services%20That%20Require%20No%20Copay%20or%20Coinsurance%20October%202019.pdf']",4618,60.89,9.8,7,5,2,0,0,0,0,0.078,0.658,0.127,"['Fri, 18 Sep 2020 00:06:42 GMT', 'Fri, 18 Sep 2020 00:06:43 GMT', 'Mon, 20 Jul 2020 17:17:03 GMT', 'Tue, 29 Oct 2019 18:39:55 GMT', 'Thu, 22 Feb 2018 21:07:16 GMT']",1,"['https://shc.uci.edu', 'https://shc.uci.edu/faq']",1
University of California Los Angeles,https://www.studenthealth.ucla.edu,7,"['https://www.studenthealth.ucla.edu/services/womens-health', 'https://www.studenthealth.ucla.edu/fees', 'https://www.studenthealth.ucla.edu/services/lab-services', 'https://www.studenthealth.ucla.edu/services/asap-clinic', 'https://www.studenthealth.ucla.edu/services/primary-care', 'https://www.studenthealth.ucla.edu/insurance/bruincare', 'https://www.studenthealth.ucla.edu/services']",6433,58.53,9.58,2,1,1,0,0,0,0,0.029,0.557,0.193,"[-1, -1, -1, -1, -1, -1, -1]",1,"['https://www.studenthealth.ucla.edu', 'https://www.studenthealth.ucla.edu/services']",1
University of California Riverside,https://studenthealth.ucr.edu,,,,,,,,,,,,,,,,,,,0
University of California San Diego,https://wellness.ucsd.edu/studenthealth/Pages,,,,,,,,,,,,,,,,,,,0
University of California Santa Barbara,https://studenthealth.sa.ucsb.edu,5,"['http://studenthealth.sa.ucsb.edu/insurance/gap', 'http://studenthealth.sa.ucsb.edu/docs/default-source/default-document-library/price-comparison-04-04-18.pdf?sfvrsn=0', 'http://studenthealth.sa.ucsb.edu/docs/default-source/lgbtqi-docs/masculinizing-hormone-consent-10-19-17.pdf?sfvrsn=9f5bf5ab_2']",130017,73.18,5.57,2,0,0,0,0,1,1,0.091,0.754,0.054,"[-1, 'Tue, 09 Apr 2019 20:58:34 GMT', -1, 'Tue, 19 Dec 2017 23:32:10 GMT', -1]",1,"['https://studenthealth.sa.ucsb.edu', 'https://studenthealth.sa.ucsb.edu/home/after-hours-care']",1
University of California Santa Cruz,https://healthcenter.ucsc.edu,7,"['https://healthcenter.ucsc.edu/forms/student-handbook/HC-258-Genital-warts-and-HPV.pdf', 'https://healthcenter.ucsc.edu/information/common-reasons.html', 'https://healthcenter.ucsc.edu/services/non-traditional.html', 'https://healthcenter.ucsc.edu/information/index.html', 'https://healthcenter.ucsc.edu/forms/2019-2020-uc-sant-cruz-benefits-form-final-10.8.2019.pdf']",2026,72.6,6.06,9,4,4,0,0,1,0,0.098,0.601,0.046,"['Tue, 15 Sep 2020 17:32:36 GMT', 'Tue, 15 Sep 2020 17:32:36 GMT', -1, -1, -1, 'Tue, 15 Sep 2020 17:32:35 GMT', 'Tue, 15 Sep 2020 17:32:37 GMT']",0,['https://healthcenter.ucsc.edu'],1
California State University Maritime Academy,https://www.csum.edu/web/health-services,1,['https://www.csum.edu/web/health-services/womens-health.html'],784,44.14,11.87,1,1,0,0,0,0,0,0.041,0.761,0.06,[-1],1,"['https://www.csum.edu/web/health-services', 'https://www.csum.edu/web/health-services/womens-health.html']",1
Humboldt State University,https://wellbeing.humboldt.edu,1,['https://wellbeing.humboldt.edu/sexual-health'],1365,-9.45,29.81,3,1,1,0,0,1,0,0.039,0.409,0.352,[-1],2,"['https://wellbeing.humboldt.edu', 'https://wellbeing.humboldt.edu/clone-medical-pharmacy', 'https://wellbeing.humboldt.edu/sexual-health']",1
San Diego State University,https://sa.sdsu.edu/student-health-services,,,,,,,,,,,,,,,,,,,0
San Francisco State University,https://health.sfsu.edu,6,"['https://health.sfsu.edu/content/womens-services', 'https://health.sfsu.edu/content/women-who-have-sex-women', 'https://health.sfsu.edu/birth-control-and-sexual-health', 'https://health.sfsu.edu/content/financial-information']",4342,83.01,4.64,12,4,2,0,0,6,0,0.128,0.526,0.194,"['Fri, 18 Sep 2020 01:28:30 GMT', 'Fri, 18 Sep 2020 01:28:30 GMT', 'Fri, 18 Sep 2020 01:28:31 GMT', 'Wed, 18 Dec 2019 04:59:22 GMT', 'Fri, 18 Sep 2020 01:28:31 GMT', 'Wed, 18 Dec 2019 04:59:22 GMT']",1,"['https://health.sfsu.edu', 'https://health.sfsu.edu/birth-control-and-sexual-health']",1
San Jose State University,https://www.sjsu.edu/studenthealth,4,"['https://www.sjsu.edu/studenthealth/services/womens-health.php', 'http://www.sjsu.edu/studenthealth/docs/SHC%20Fees%20for%20Most%20Requested%20Services%208-16.pdf', 'https://www.sjsu.edu/studenthealth/patient-information/fees.php']",1962,75.55,5.45,9,8,1,0,0,0,0,0.18,0.69,0.081,"[-1, 'Fri, 14 Aug 2020 00:17:59 GMT', -1, -1]",1,"['https://www.sjsu.edu/studenthealth', 'https://www.sjsu.edu/studenthealth/patient-information/fees.php']",1
Sonoma State University,https://health.sonoma.edu,10,"['http://health.sonoma.edu/services/appointments/reproductive-health/reproductive-health-exampap-smear', 'http://health.sonoma.edu/services/appointments/reproductive-health/birth-control', 'https://health.sonoma.edu/services/appointments/reproductive-health', 'http://health.sonoma.edu/services/appointments/womens-health/emergency-contraception', 'http://health.sonoma.edu/services/appointments/womens-health/pregnancy-testing', 'https://health.sonoma.edu/faq/what-campus-healthcare-services-are-available-my-student', 'https://health.sonoma.edu/about/consumer-information/catalog', 'https://health.sonoma.edu/services/laboratory']",4436,66.37,7.8,13,6,0,0,0,6,1,0.099,0.647,0.105,"['Thu, 17 Sep 2020 23:09:07 GMT', 'Thu, 17 Sep 2020 23:09:10 GMT', 'Fri, 12 Jun 2020 16:43:13 GMT', 'Thu, 17 Sep 2020 23:09:12 GMT', 'Thu, 17 Sep 2020 23:09:15 GMT', 'Thu, 17 Sep 2020 23:09:17 GMT', 'Thu, 17 Sep 2020 23:09:20 GMT', 'Thu, 17 Sep 2020 23:09:22 GMT', 'Thu, 17 Sep 2020 23:09:24 GMT', 'Wed, 03 Jul 2019 21:03:03 GMT']",2,"['https://health.sonoma.edu', 'https://health.sonoma.edu/services', 'https://health.sonoma.edu/services/laboratory']",1
University of Colorado Denver/Anschutz Medical Campus,https://nursing.cuanschutz.edu,,,,,,,,,,,,,,,,,,,0
University of Colorado Colorado Springs,https://uccs.edu/recwellness/health-services,1,['https://www2.uccs.edu/recwellness/health-services/services'],648,69.69,5.83,1,0,0,0,0,1,0,0.045,0.713,0.055,"['Thu, 17 Sep 2020 22:28:53 GMT']",-1,[],1
University of Colorado Boulder,https://www.colorado.edu/healthcenter,1,['https://www.colorado.edu/healthcenter/services/sexual-and-reproductive-health'],937,41.55,10.94,2,0,0,0,0,1,1,0.032,0.481,0.204,"['Thu, 17 Sep 2020 21:34:54 GMT']",1,"['https://www.colorado.edu/healthcenter', 'https://www.colorado.edu/healthcenter/services/sexual-and-reproductive-health']",1
Colorado School of Mines,https://www.mines.edu/student-health,2,['https://www.mines.edu/student-health/student-health-center/services/'],376,75.67,5.37,2,1,1,0,0,0,0,0.066,0.664,0.168,"[-1, -1]",1,"['https://www.mines.edu/student-health', 'https://www.mines.edu/student-health/student-health-center/services/']",1
Colorado State University Fort Collins,https://health.colostate.edu,2,"['https://health.colostate.edu/womens-care/', 'https://health.colostate.edu/sexual-health-resources/']",5772,75.38,6.38,6,4,2,0,0,0,0,0.061,0.611,0.16,"['Wed, 16 Sep 2020 18:10:02 GMT', 'Wed, 16 Sep 2020 19:09:51 GMT']",-1,[],1
Fort Lewis College,https://www.fortlewis.edu/life-at-flc/health-safety/health-center,2,"['https://www.fortlewis.edu/life-at-flc/health-safety/health-center/medical-services-and-fees/medical-services', 'https://www.fortlewis.edu/life-at-flc/health-safety/health-center/health-promotion']",1132,77.16,4.8,2,0,0,0,0,1,1,0.047,0.768,0.123,"[-1, -1]",1,"['https://www.fortlewis.edu/life-at-flc/health-safety/health-center', 'https://www.fortlewis.edu/life-at-flc/health-safety/health-center/medical-services-and-fees/medical-services']",1
Colorado Mesa University,https://www.coloradomesa.edu/student-services/wellness,1,['https://www.coloradomesa.edu/student-services/wellness/medical-services.html'],1025,58.1,8.01,2,1,1,0,0,0,0,0.048,0.763,0.06,"['Mon, 17 Aug 2020 18:25:10 GMT']",1,"['https://www.coloradomesa.edu/student-services/wellness', 'https://www.coloradomesa.edu/student-services/wellness/medical-services.html']",1
Metropolitan State University of Denver,https://www.msudenver.edu/healthcenter,1,['https://www.msudenver.edu/healthcenter/healthinsurance/healthinsurance101/'],1562,75.41,6.55,2,1,1,0,0,0,0,0.034,0.59,0.176,"['Wed, 16 Sep 2020 16:46:43 GMT']",2,"['https://www.msudenver.edu/healthcenter', 'https://www.msudenver.edu/healthcenter/healthinsurance/', 'https://www.msudenver.edu/healthcenter/healthinsurance/healthinsurance101/']",1
University of Northern Colorado,https://www.unco.edu/student-health-center,1,['https://www.unco.edu/student-health-center/services/well-woman-health.aspx'],448,88.43,3.5,3,2,1,0,0,0,0,0.068,0.836,-0.058,[-1],2,"['https://www.unco.edu/student-health-center', 'https://www.unco.edu/student-health-center/services/', 'https://www.unco.edu/student-health-center/services/well-woman-health.aspx']",1
Colorado State University Pueblo,https://www.csupueblo.edu/student-health-services,,,,,,,,,,,,,,,,,,,0
Western State Colorado University,https://western.edu/student-life/health-wellness,,,,,,,,,,,,,,,,,,,0
Central Connecticut State University,https://web.ccsu.edu/healthservices/?redirected,,,,,,,,,,,,,,,,,,,0
University of Connecticut,https://shs.uconn.edu,3,['https://shs.uconn.edu/general-faq/'],1627,71.65,7.34,1,1,0,0,0,0,0,0.063,0.551,0.101,"[-1, -1, 'Tue, 09 Sep 2014 20:31:52 GMT']",1,"['https://shs.uconn.edu', 'https://shs.uconn.edu/general-faq/']",1
Eastern Connecticut State University,https://www.easternct.edu/health-services,2,['https://www.easternct.edu/health-services/services/womens-health-services.html'],397,65.33,7.58,3,1,0,0,0,2,0,0.084,0.51,0.213,"['Thu, 17 Sep 2020 04:24:24 GMT', 'Thu, 17 Sep 2020 04:24:23 GMT']",1,"['https://www.easternct.edu/health-services', 'https://www.easternct.edu/health-services/services/womens-health-services.html']",1
Southern Connecticut State University,https://inside.southernct.edu/health-services,1,['https://inside.southernct.edu/health-services/services'],1163,62.93,7.54,2,1,1,0,0,0,0,0.038,0.76,0.24,"['Fri, 18 Sep 2020 00:10:08 GMT']",1,"['https://inside.southernct.edu/health-services', 'https://inside.southernct.edu/health-services/services']",1
Western Connecticut State University,https://www.wcsu.edu/healthservices,,,,,,,,,,,,,,,,,,,0
Delaware State University,https://www.desu.edu/student-life/student-health-services,,,,,,,,,,,,,,,,,,,0
University of Delaware,https://sites.udel.edu/studenthealth,2,"['https://sites.udel.edu/studenthealth/women/', 'https://sites.udel.edu/studenthealth/services/']",3178,53.58,11.09,5,3,2,0,0,0,0,0.057,0.636,0.168,"[-1, -1]",1,"['https://sites.udel.edu/studenthealth', 'https://sites.udel.edu/studenthealth/services/']",1
University of the District of Columbia,https://www.udc.edu/health-services,,,,,,,,,,,,,,,,,,,0
University of Central Florida,https://studenthealth.ucf.edu,6,"['https://studenthealth.ucf.edu/services/primary-care/womens-clinic/', 'https://studenthealth.ucf.edu/wp-content/uploads/sites/12/2017/03/Pap_Info_Sheet1.pdf', 'https://studenthealth.ucf.edu/services/primary-care/', 'https://studenthealth.ucf.edu/forms/', 'https://studenthealth.ucf.edu/resources/']",1981,62.6,7.23,4,2,0,0,0,2,0,0.082,0.589,0.17,"[-1, 'Mon, 13 Mar 2017 16:28:13 GMT', 'Mon, 13 Mar 2017 18:45:24 GMT', -1, -1, -1]",1,"['https://studenthealth.ucf.edu', 'https://studenthealth.ucf.edu/forms/']",1
Chipola College,-1,10,"['https://www.mayoclinic.org/tests-procedures/pap-smear/about/pac-20394841', 'https://www.womenshealth.gov/a-z-topics/pap-hpv-tests', 'https://www.cdc.gov/cancer/cervical/basic_info/screening.htm', 'https://medlineplus.gov/ency/article/003911.htm', 'https://www.healthline.com/health/pap-smear', 'https://www.cancer.gov/types/cervical/pap-hpv-testing-fact-sheet', 'https://www.webmd.com/women/guide/pap-smear', 'https://en.wikipedia.org/wiki/Pap_test', 'https://www.cancer.net/navigating-cancer-care/diagnosing-cancer/tests-and-procedures/pap-test', 'https://www.plannedparenthood.org/learn/cancer/cervical-cancer/whats-pap-test']",30324,76.03,6.26,599,186,27,0,0,326,60,0.27,0.582,0.086,"[-1, 'Fri, 18 Sep 2020 01:09:48 GMT', -1, 'Wed, 16 Sep 2020 19:41:01 GMT', -1, 'Thu, 17 Sep 2020 13:38:16 GMT', -1, 'Thu, 10 Sep 2020 02:55:19 GMT', 'Wed, 16 Sep 2020 13:34:46 GMT', -1]",-1,[],1
Florida SouthWestern State College,https://www.fsw.edu/publichealthresources,,,,,,,,,,,,,,,,,,,0
Florida Agricultural and Mechanical University,http://www.famu.edu,7,"['https://www.famu.edu/index.cfm?a=headlines&p=display&news=807&archive', 'http://www.famu.edu/index.cfm?shs&ClinicalServicesandPsychiatry', 'https://www.famu.edu/alliedHealth/Cancer%20facts%20and%20figures%20for%20African%20Americans.pdf', 'http://www.famu.edu/alliedHealth/SOAHS%20NEWSLETTER%20pub%20webOpt.pdf']",6368,53.76,10.04,2,0,0,0,0,2,0,0.053,0.71,0.008,"[-1, -1, 'Mon, 18 Apr 2016 14:11:18 GMT', 'Fri, 07 Sep 2012 20:20:45 GMT', 'Tue, 28 Aug 2012 22:10:54 GMT', 'Fri, 07 Sep 2012 20:22:54 GMT', 'Mon, 27 Aug 2012 22:29:15 GMT']",2,"['http://www.famu.edu', 'http://www.famu.edu/index.cfm?Assessment', 'http://www.famu.edu/Assessment/Copy%20of%20STARS%20Assessment%20RubricREV.PDF']",1
Florida Atlantic University,https://fau.edu/shs,10,"['http://www.fau.edu/shs/services/womens_pelvic_exam_faq.php', 'http://www.fau.edu/shs/services/womens.php', 'http://www.fau.edu/shs/_old/clinic/boca/boca-womens_clinic.php', 'http://www.fau.edu/shs/PDFs/HealthHistoryForm.pdf', 'http://www.fau.edu/shs/_old/brochures/browardshs-brochure.php', 'http://www.fau.edu/shs/_old/brochures/jupitershs-brochure.php', 'https://www.fau.edu/shs/services/womens_facts_about_pill.php', 'http://www.fau.edu/shs/_old/brochures/bocashs-brochure.php']",6628,68.32,7.84,30,15,2,0,0,13,0,0.135,0.544,0.129,"[-1, -1, -1, 'Mon, 03 Jun 2019 16:02:58 GMT', 'Wed, 08 Jul 2015 13:43:31 GMT', -1, 'Fri, 10 Jan 2020 22:26:31 GMT', -1, -1, -1]",-1,[],1
