University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
San Francisco State University,https://health.sfsu.edu,6,"['https://health.sfsu.edu/content/womens-services', 'https://health.sfsu.edu/birth-control-and-sexual-health', 'https://health.sfsu.edu/content/appointments', 'https://health.sfsu.edu/content/financial-information']",4004,82.53,4.61,8,5,2,0,0,1,0,0.093,0.606,0.106,"['Thu, 16 Jul 2020 22:53:38 GMT', 'Thu, 16 Jul 2020 22:53:38 GMT', 'Thu, 16 Jul 2020 22:53:39 GMT', 'Wed, 18 Dec 2019 04:59:22 GMT', 'Thu, 16 Jul 2020 22:53:40 GMT', 'Wed, 18 Dec 2019 04:59:22 GMT']",1,"['https://health.sfsu.edu', 'https://health.sfsu.edu/content/financial-information']",1
San Jose State University,https://www.sjsu.edu/studenthealth,1,['https://www.sjsu.edu/studenthealth/clinical_services/women_health/index.html'],626,76.24,5.33,10,9,1,0,0,0,0,0.198,0.666,0.046,"['Fri, 18 Oct 2019 17:26:03 GMT']",1,"['https://www.sjsu.edu/studenthealth', 'https://www.sjsu.edu/studenthealth/clinical_services/women_health/index.html']",1
Sonoma State University,https://health.sonoma.edu,10,"['http://health.sonoma.edu/services/appointments/reproductive-health/birth-control', 'http://health.sonoma.edu/services/appointments/reproductive-health', 'http://health.sonoma.edu/services/appointments/womens-health/emergency-contraception', 'http://health.sonoma.edu/services/appointments/womens-health/pregnancy-testing', 'https://health.sonoma.edu/faq/what-campus-healthcare-services-are-available-my-student', 'https://health.sonoma.edu/about/consumer-information/catalog', 'https://health.sonoma.edu/services/laboratory', 'https://health.sonoma.edu/services']",3631,66.41,7.54,6,4,0,0,0,2,0,0.08,0.657,0.12,"['Thu, 16 Jul 2020 19:15:02 GMT', 'Thu, 16 Jul 2020 19:15:05 GMT', 'Thu, 16 Jul 2020 20:17:07 GMT', 'Thu, 16 Jul 2020 19:15:03 GMT', 'Thu, 16 Jul 2020 19:15:07 GMT', 'Thu, 16 Jul 2020 22:33:54 GMT', 'Thu, 16 Jul 2020 19:15:10 GMT', 'Thu, 16 Jul 2020 19:15:15 GMT', 'Wed, 03 Jul 2019 21:03:03 GMT', 'Thu, 16 Jul 2020 20:17:16 GMT']",1,"['https://health.sonoma.edu', 'https://health.sonoma.edu/services']",1
University of Colorado Denver/Anschutz Medical Campus,https://nursing.cuanschutz.edu,,,,,,,,,,,,,,,,,,,0
University of Colorado Colorado Springs,https://www.uccs.edu/recwellness/health-services,1,['http://www.uccs.edu/recwellness/health-services/services'],664,69.69,5.83,1,0,0,0,0,1,0,0.045,0.728,0.029,[-1],1,"['https://www.uccs.edu/recwellness/health-services', 'https://www.uccs.edu/recwellness/health-services/services']",1
University of Colorado Boulder,https://www.colorado.edu/healthcenter,1,['https://www.colorado.edu/healthcenter/services/sexual-and-reproductive-health'],923,41.55,10.94,2,0,0,0,0,1,1,0.032,0.481,0.204,"['Thu, 16 Jul 2020 19:05:11 GMT']",1,"['https://www.colorado.edu/healthcenter', 'https://www.colorado.edu/healthcenter/services/sexual-and-reproductive-health']",1
Colorado School of Mines,https://www.mines.edu/student-health,2,['https://www.mines.edu/student-health/student-health-center/services/'],371,75.67,5.37,2,1,1,0,0,0,0,0.066,0.664,0.168,"[-1, -1]",1,"['https://www.mines.edu/student-health', 'https://www.mines.edu/student-health/student-health-center/services/']",1
Colorado State University Fort Collins,https://health.colostate.edu,2,"['https://health.colostate.edu/womens-care/', 'https://health.colostate.edu/sexual-health-resources/']",5085,80.58,5.77,4,3,1,0,0,0,0,0.062,0.545,0.194,"['Thu, 16 Jul 2020 22:08:33 GMT', 'Wed, 15 Jul 2020 01:09:56 GMT']",-1,[],1
Fort Lewis College,https://www.fortlewis.edu/life-at-flc/health-safety/health-center,2,"['https://www.fortlewis.edu/life-at-flc/health-safety/health-center/medical-services-and-fees/medical-services', 'https://www.fortlewis.edu/life-at-flc/health-safety/health-center/health-promotion']",1130,77.16,4.8,2,0,0,0,0,1,1,0.047,0.768,0.123,"[-1, -1]",1,"['https://www.fortlewis.edu/life-at-flc/health-safety/health-center', 'https://www.fortlewis.edu/life-at-flc/health-safety/health-center/medical-services-and-fees/medical-services']",1
Colorado Mesa University,https://www.coloradomesa.edu/student-services/wellness,1,['https://www.coloradomesa.edu/student-services/wellness/medical-services.html'],976,60.07,7.72,2,1,1,0,0,0,0,0.048,0.767,0.057,"['Wed, 15 Jul 2020 02:58:47 GMT']",1,"['https://www.coloradomesa.edu/student-services/wellness', 'https://www.coloradomesa.edu/student-services/wellness/medical-services.html']",1
Metropolitan State University of Denver,https://www.msudenver.edu/healthcenter,1,['https://www.msudenver.edu/healthcenter/healthinsurance/healthinsurance101/'],1562,75.41,6.55,2,1,1,0,0,0,0,0.034,0.59,0.176,"['Tue, 25 Feb 2020 02:34:25 GMT']",2,"['https://www.msudenver.edu/healthcenter', 'https://www.msudenver.edu/healthcenter/healthinsurance/', 'https://www.msudenver.edu/healthcenter/healthinsurance/healthinsurance101/']",1
University of Northern Colorado,https://www.unco.edu/student-health-center,1,['https://www.unco.edu/student-health-center/services/well-woman-health.aspx'],436,88.35,3.56,3,2,1,0,0,0,0,0.069,0.836,-0.058,[-1],2,"['https://www.unco.edu/student-health-center', 'https://www.unco.edu/student-health-center/services/', 'https://www.unco.edu/student-health-center/services/well-woman-health.aspx']",1
Colorado State University Pueblo,https://www.csupueblo.edu/student-health-services,,,,,,,,,,,,,,,,,,,0
Western State Colorado University,https://western.edu/student-life/health-wellness,,,,,,,,,,,,,,,,,,,0
Central Connecticut State University,https://web.ccsu.edu/healthservices/?redirected,,,,,,,,,,,,,,,,,,,0
University of Connecticut,https://shs.uconn.edu,1,['https://shs.uconn.edu/general-faq/'],1634,71.65,7.34,1,1,0,0,0,0,0,0.063,0.551,0.101,[-1],1,"['https://shs.uconn.edu', 'https://shs.uconn.edu/general-faq/']",1
Eastern Connecticut State University,https://www.easternct.edu/health-services,2,['https://www.easternct.edu/health-services/services/womens-health-services.html'],397,65.33,7.58,3,1,0,0,0,2,0,0.084,0.51,0.213,"['Thu, 16 Jul 2020 05:44:14 GMT', 'Thu, 16 Jul 2020 04:30:25 GMT']",1,"['https://www.easternct.edu/health-services', 'https://www.easternct.edu/health-services/services/womens-health-services.html']",1
Southern Connecticut State University,https://inside.southernct.edu/health-services,1,['https://inside.southernct.edu/health-services/services'],1190,62.93,7.54,2,1,1,0,0,0,0,0.038,0.76,0.24,"['Thu, 16 Jul 2020 22:35:17 GMT']",1,"['https://inside.southernct.edu/health-services', 'https://inside.southernct.edu/health-services/services']",1
Western Connecticut State University,https://www.wcsu.edu/healthservices,,,,,,,,,,,,,,,,,,,0
Delaware State University,https://www.desu.edu/student-life/student-health-services,,,,,,,,,,,,,,,,,,,0
University of Delaware,https://sites.udel.edu/studenthealth,2,"['https://sites.udel.edu/studenthealth/women/', 'https://sites.udel.edu/studenthealth/services/']",3158,53.58,11.09,5,3,2,0,0,0,0,0.057,0.636,0.168,"[-1, -1]",1,"['https://sites.udel.edu/studenthealth', 'https://sites.udel.edu/studenthealth/services/']",1
University of the District of Columbia,https://www.udc.edu/health-services,,,,,,,,,,,,,,,,,,,0
University of Central Florida,https://studenthealth.ucf.edu,6,"['https://studenthealth.ucf.edu/wp-content/uploads/sites/12/2017/03/Who-Needs-a-Pap-Test1.pdf', 'https://studenthealth.ucf.edu/services/primary-care/womens-clinic/', 'https://studenthealth.ucf.edu/services/primary-care/', 'https://studenthealth.ucf.edu/forms/', 'https://studenthealth.ucf.edu/resources/']",2061,63,7.24,4,2,0,0,0,2,0,0.083,0.574,0.179,"['Mon, 13 Mar 2017 18:45:24 GMT', 'Mon, 13 Mar 2017 16:28:13 GMT', -1, -1, -1, -1]",0,['https://studenthealth.ucf.edu'],1
Chipola College,https://www.chipola.edu/studentservices,,,,,,,,,,,,,,,,,,,0
Florida SouthWestern State College,https://www.fsw.edu/publichealthresources,,,,,,,,,,,,,,,,,,,0
Florida Agricultural and Mechanical University,http://www.famu.edu,4,"['https://www.famu.edu/index.cfm?a=headlines&p=display&news=807&archive', 'http://www.famu.edu/index.cfm?shs&ClinicalServicesandPsychiatry', 'https://www.famu.edu/alliedHealth/Cancer%20facts%20and%20figures%20for%20African%20Americans.pdf']",6349,53.76,10.04,2,0,0,0,0,2,0,0.053,0.71,0.021,"[-1, -1, 'Mon, 18 Apr 2016 14:11:17 GMT', 'Fri, 07 Sep 2012 20:20:45 GMT']",2,"['http://www.famu.edu', 'http://www.famu.edu/index.cfm?Assessment', 'http://www.famu.edu/Assessment/Copy%20of%20STARS%20Assessment%20RubricREV.PDF']",1
Florida Atlantic University,https://www.fau.edu/shs,5,"['https://www.fau.edu/shs/services/womens_pelvic_exam_faq.php', 'http://www.fau.edu/shs/services/womens.php', 'http://www.fau.edu/shs/PDFs/2020_01_04_Price_List_NEW_FORMAT.pdf', 'https://www.fau.edu/shs/services/womens_facts_about_pill.php']",2725,74.88,6.75,27,12,2,0,0,13,0,0.152,0.535,0.146,"[-1, -1, 'Mon, 03 Jun 2019 16:02:58 GMT', 'Fri, 10 Jan 2020 22:26:31 GMT', -1]",1,"['https://www.fau.edu/shs', 'https://www.fau.edu/shs/services/womens.php']",1
Florida International University,https://studentaffairs.fiu.edu/health-and-fitness/student-health,4,"['https://studentaffairs.fiu.edu/health-and-fitness/student-health/services-and-fees/student-fee-faq/_assets/shcprice1920.pdf', 'https://studentaffairs.fiu.edu/health-and-fitness/student-health/services-and-fees/student-fee-faq/index.php']",719,47.38,13.36,1,1,0,0,0,0,0,0.048,0.661,0.041,"['Wed, 15 Jul 2020 07:13:50 GMT', 'Wed, 15 Jul 2020 07:13:53 GMT', -1, 'Wed, 15 Jul 2020 07:15:09 GMT']",0,['https://studentaffairs.fiu.edu/health-and-fitness/student-health'],1
Florida State University,https://uhs.fsu.edu,2,['https://uhs.fsu.edu/health-care/clinical-services/womens-clinic'],648,61.89,7.39,1,1,0,0,0,0,0,0.038,0.45,0.175,"[-1, 'Mon, 23 Apr 2018 15:39:55 GMT']",1,"['https://uhs.fsu.edu', 'https://uhs.fsu.edu/health-care/clinical-services/womens-clinic']",1
University of Florida,https://shcc.ufl.edu,9,"['https://shcc.ufl.edu/services/specialty-care/gyn/', 'https://shcc.ufl.edu/2018/01/03/january-is-cervical-health-awareness-month/', 'http://shcc.ufl.edu/tag/pap/', 'https://shcc.ufl.edu/appointments/locations/main-campus-infirmary-building/', 'https://shcc.ufl.edu/appointments/locations/shcc-shands/', 'https://shcc.ufl.edu/2011/09/14/h-p-what-the-deets-on-hpv/', 'https://shcc.ufl.edu/2011/09/07/to-pap-or-not-to-pap-when-to-get-yours/', 'https://shcc.ufl.edu/2011/09/', 'https://shcc.ufl.edu/category/student-health-care-center-blog/page/26/']",7692,67.85,7.68,16,4,3,0,0,7,2,0.114,0.65,0.134,"['Thu, 16 Jul 2020 20:49:22 GMT', 'Thu, 16 Jul 2020 22:35:32 GMT', -1, 'Thu, 16 Jul 2020 21:02:18 GMT', 'Thu, 16 Jul 2020 22:35:34 GMT', 'Thu, 16 Jul 2020 22:35:35 GMT', 'Thu, 16 Jul 2020 22:35:36 GMT', 'Thu, 16 Jul 2020 22:35:36 GMT', 'Thu, 16 Jul 2020 22:35:37 GMT']",1,"['https://shcc.ufl.edu', 'https://shcc.ufl.edu/services/specialty-care/gyn/']",1
Indian River State College,https://www.irsc.edu/student-life,,,,,,,,,,,,,,,,,,,0
University of North Florida,https://www.unf.edu/shs,1,['https://www.unf.edu/shs/Women_s_Health.aspx'],354,58.89,7.67,1,1,0,0,0,0,0,0.032,0.484,0.197,"['Thu, 16 Jul 2020 23:26:30 GMT']",1,"['https://www.unf.edu/shs', 'https://www.unf.edu/shs/Women_s_Health.aspx']",1
University of South Florida Main Campus,https://www.usf.edu/student-affairs/student-health-services,3,"['https://www.usf.edu/student-affairs/student-health-services/services/gynecology.aspx', 'https://www.usf.edu/student-affairs/student-health-services/services/sti-information/hpv.aspx', 'https://www.usf.edu/student-affairs/student-health-services/health-topics/index.aspx']",1945,76.87,5.12,3,1,1,0,0,1,0,0.06,0.481,0.074,"[-1, -1, -1]",2,"['https://www.usf.edu/student-affairs/student-health-services', 'https://www.usf.edu/student-affairs/student-health-services/services/feed-a-bull-food-pantry.aspx', 'https://www.usf.edu/student-affairs/student-health-services/health-topics/index.aspx']",1
