University_name,University SHC URL,Count of keywords matching webpages on SHC,Keywords matched webpages on SHC,Total word count on all pages,Reading ease,Grade level,Prevalence_metric,Birth Control,IUD ,Progesterone IUD ,Progestin ,Hormonal IUD ,Mirena ,Skyla ,Kyleena ,Liletta ,Copper IUD ,Non-Hormonal IUD ,Nonhormonal IUD ,Paragard ,Contraceptive implant ,Nexplanon ,Contraceptive injection ,Control shot ,Depo-Provera ,Depo ,emergency contraception ,emergency contraceptives ,morning after pill ,Plan B ,levonorgestrel ,ella ,ulipristal acetate ,contraceptive pill ,control pill ,diaphragm ,spermicide ,contraceptive patch ,control patch ,vaginal ring ,control ring ,contraceptive ring ,cervical cap,pap smear,pap smears,papsmear,papsmears,pap test,pap tests,Condom,Condoms,Similarity,Sentiment objectivity,Sentiment polarity,Timeliness,Navigation,Trace,Data found
Indiana University Northwest,https://www.iun.edu/chhs/health-wellness-center-clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Indiana University East,https://www.iue.edu/health,1,['https://www.iue.edu/health/'],861,88.46,3.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.006,0.623,0.23,[-1],0,['https://www.iue.edu/health'],1
Purdue University Calumet Campus,https://www.purdue.edu/push,2,"['https://www.purdue.edu/push/Providers/providerbiophotos/katefullbio.html', 'https://www.purdue.edu/push/Medical/index.html']",2351,56.76,10.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.484,0.194,"['Thu, 13 Aug 2020 18:58:04 GMT', 'Fri, 14 Aug 2020 19:31:18 GMT']",1,"['https://www.purdue.edu/push', 'https://www.purdue.edu/push/Medical/index.html']",1
Purdue University North Central Campus,https://www.purdue.edu/push,2,"['https://www.purdue.edu/push/Providers/providerbiophotos/katefullbio.html', 'https://www.purdue.edu/push/Medical/index.html']",2351,56.76,10.16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.484,0.194,"['Thu, 13 Aug 2020 18:58:04 GMT', 'Fri, 14 Aug 2020 19:31:18 GMT']",1,"['https://www.purdue.edu/push', 'https://www.purdue.edu/push/Medical/index.html']",1
Iowa State University,https://health.iastate.edu,19,"['https://health.iastate.edu/services/womens-health/', 'https://health.iastate.edu/services/sexual-health-2/', 'https://health.iastate.edu/staff/laura-moeller-m-d/', 'https://health.iastate.edu/new-students/', 'https://health.iastate.edu/about-us/news/', 'https://health.iastate.edu/wellness/bystander-intervention/', 'http://health.iastate.edu/wp-content/uploads/2017/10/2017-Vulvar-Dermititis-Brochure-FINAL-web.pdf', 'https://health.iastate.edu/wellness/condom-distribution/', 'https://health.iastate.edu/wellness/resources/', 'https://health.iastate.edu/staff/mary-raman-arnp/', 'https://health.iastate.edu/resources/faq/', 'https://health.iastate.edu/appointments/office-and-telehealth-visits/', 'https://health.iastate.edu/resources/patient-portal/']",6889,72.93,6.2,89,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,45,27,0.03,0.623,0.135,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",1,"['https://health.iastate.edu', 'https://health.iastate.edu/wellness/condom-distribution/']",1
University of Iowa,https://studenthealth.uiowa.edu,15,"['https://studenthealth.uiowa.edu/services/sexual-health/', 'https://studenthealth.uiowa.edu/info/health-fee/', 'http://studenthealth.uiowa.edu/assets/Travel-Questionnaire-and-Worksheet2.pdf', 'https://studenthealth.uiowa.edu/resources/self-care-guide/sexual-violence/', 'https://studenthealth.uiowa.edu/resources/news/reduced-hours-for-in-person-clinic-visits/', 'https://studenthealth.uiowa.edu/resources/self-care-guide/sexual-health/', 'https://studenthealth.uiowa.edu/services/medical-services/', 'https://studenthealth.uiowa.edu/graduating-students/', 'https://studenthealth.uiowa.edu/fall-2020/', 'https://studenthealth.uiowa.edu/assets/Insurance-Question-and-Answer-Pamphlet-9.15.pdf']",5746,63.65,8.21,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,5,2,0.026,0.487,0.212,"[-1, -1, 'Mon, 11 May 2020 19:08:31 GMT', -1, -1, -1, -1, -1, -1, -1, 'Fri, 12 Apr 2019 17:48:40 GMT', -1, -1, -1, -1]",1,"['https://studenthealth.uiowa.edu', 'https://studenthealth.uiowa.edu/services/medical-services/']",1
University of Northern Iowa,https://health.uni.edu,15,"['https://health.uni.edu/services/health-education', 'https://health.uni.edu/online-appointment-scheduling', 'https://health.uni.edu/', 'https://health.uni.edu/about/appointments', 'https://health.uni.edu/sites/default/files/uni_travel_consultation_request_form_update_2017.pdf', 'https://health.uni.edu/sites/default/files/healthrequirementimmbrochure2014.pdf', 'https://health.uni.edu/services/lab-testing', 'https://health.uni.edu/services/woman', 'https://health.uni.edu/insurance/faq', 'https://health.uni.edu/sites/default/files/2015-16-uni-ship-departing-students-bklt.pdf', 'https://health.uni.edu/sites/default/files/ship_coverage_manual_2017.pdf']",5408,70.44,7.73,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0.015,0.573,0.158,"['Sat, 15 Aug 2020 02:21:45 GMT', 'Sat, 15 Aug 2020 01:41:50 GMT', 'Sat, 15 Aug 2020 01:24:46 GMT', 'Sat, 15 Aug 2020 02:21:46 GMT', 'Fri, 03 Apr 2020 15:33:50 GMT', 'Fri, 16 Jun 2017 14:49:56 GMT', 'Wed, 15 Feb 2017 16:50:56 GMT', 'Wed, 15 Feb 2017 16:50:55 GMT', 'Sat, 15 Aug 2020 02:21:48 GMT', 'Sat, 15 Aug 2020 02:21:48 GMT', 'Sat, 15 Aug 2020 02:21:48 GMT', 'Thu, 31 Jan 2019 19:57:21 GMT', 'Wed, 15 Feb 2017 16:50:54 GMT', 'Wed, 15 Feb 2017 16:50:54 GMT', 'Thu, 24 May 2018 18:26:27 GMT']",0,['https://health.uni.edu'],1
Emporia State University,https://www.emporia.edu/student-life/health-wellness/student-health-services,3,"['https://www.emporia.edu/student-life/health-wellness/student-health-services/student-health-services-frequently-asked-questions/', 'https://www.emporia.edu/student-life/health-wellness/student-health-services/student-health-services-resources/', 'https://www.emporia.edu/student-life/health-wellness/student-health-services/']",3376,66.61,8.83,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.025,0.61,0.063,"[-1, -1, -1]",0,['https://www.emporia.edu/student-life/health-wellness/student-health-services'],1
Fort Hays State University,https://www.fhsu.edu/student-health,6,"['https://www.fhsu.edu/student-health/Pharmacy/index', 'https://www.fhsu.edu/student-health/documents/Health%20History%20Questionairre%208.01.15%20Ver.%202', 'https://www.fhsu.edu/student-health/Health-Insurance/2020-470-1-summary-brochure-undergrad-grad', 'https://www.fhsu.edu/student-health/Health-Insurance/2019-uhcsummary-brochure', 'https://www.fhsu.edu/student-health/', 'https://www.fhsu.edu/student-health/Services/index']",113241,65.47,7.32,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0.027,0.65,0.09,"['Fri, 14 Aug 2020 06:19:17 GMT', 'Fri, 14 Aug 2020 06:19:15 GMT', 'Fri, 14 Aug 2020 06:19:13 GMT', 'Fri, 14 Aug 2020 06:19:13 GMT', 'Fri, 14 Aug 2020 06:19:19 GMT', 'Fri, 14 Aug 2020 06:19:17 GMT']",0,['https://www.fhsu.edu/student-health'],1
University of Kansas,https://studenthealth.ku.edu,19,"['https://studenthealth.ku.edu/womens-health', 'https://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/PC-009-5%20HHF.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/sexpositivecoachingweb.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA17ExecSum.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA09ExecSum.pdf', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/ncha/NCHA03ExecSum.pdf', 'https://studenthealth.ku.edu/pharmacy', 'https://studenthealth.ku.edu/sexual-health', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/toilettalk/ToiletTalkFeb2017.pdf?pdf=ToiletTalk-2017-Feb', 'http://studenthealth.ku.edu/sites/studenthealth.ku.edu/files/docs/toilettalk/ToiletTalkFeb2018.pdf?pdf=ToiletTalk-2018-Feb']",44789,69.71,6.89,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0.018,0.569,0.186,"['Sat, 15 Aug 2020 02:26:05 GMT', 'Thu, 14 Nov 2019 15:40:07 GMT', 'Wed, 15 Mar 2017 16:47:25 GMT', 'Tue, 22 Aug 2017 20:43:28 GMT', 'Wed, 29 Jul 2020 18:05:29 GMT', 'Thu, 04 Apr 2019 20:53:41 GMT', 'Wed, 27 Sep 2017 19:52:37 GMT', 'Tue, 22 Aug 2017 20:43:36 GMT', 'Tue, 22 Aug 2017 20:43:19 GMT', 'Tue, 22 Aug 2017 20:44:04 GMT', 'Tue, 22 Aug 2017 20:43:05 GMT', 'Tue, 22 Aug 2017 20:43:12 GMT', 'Sat, 15 Aug 2020 01:54:36 GMT', 'Sat, 15 Aug 2020 02:26:07 GMT', 'Mon, 10 Sep 2018 20:21:35 GMT', 'Mon, 27 Aug 2018 20:23:19 GMT', 'Wed, 23 May 2018 20:18:12 GMT', 'Mon, 27 Aug 2018 20:02:01 GMT', 'Mon, 27 Aug 2018 20:44:10 GMT']",1,"['https://studenthealth.ku.edu', 'https://studenthealth.ku.edu/pharmacy']",1
Kansas State University,https://www.k-state.edu/lafene,11,"['https://www.k-state.edu/lafene/services/womens-health/well-woman-exam/index.html', 'https://www.k-state.edu/lafene/documents/NCHA-2020.pdf', 'https://www.k-state.edu/lafene/services/pharmacy/index.html', 'https://www.k-state.edu/lafene/services/womens-health/', 'https://www.k-state.edu/lafene/shape/events.html', 'https://www.k-state.edu/lafene/shape/members.html', 'https://www.k-state.edu/lafene/shape/presentations.html', 'https://www.k-state.edu/lafene/shape/application.html']",3152,77.31,5.39,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.008,0.47,0.275,"[-1, 'Thu, 05 Jul 2018 15:08:28 GMT', 'Tue, 23 Jun 2020 16:36:37 GMT', -1, -1, -1, -1, -1, 'Fri, 06 Jul 2018 19:14:02 GMT', -1, 'Fri, 06 Jul 2018 14:00:17 GMT']",1,"['https://www.k-state.edu/lafene', 'https://www.k-state.edu/lafene/services/womens-health/']",1
Pittsburg State University,https://pittstate.edu/office/health-services,6,"['https://www.pittstate.edu/office/health-services/_files/documents/pharmacy.pdf', 'https://www.pittstate.edu/office/health-services/students.html', 'https://www.pittstate.edu/office/health-services/_files/documents/travel-health.pdf', 'https://www.pittstate.edu/office/health-services/student-health-services.html']",3575,74.95,6.44,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.012,0.697,0.065,"['Fri, 14 Aug 2020 17:26:32 GMT', 'Fri, 14 Aug 2020 17:26:31 GMT', -1, 'Fri, 14 Aug 2020 17:26:30 GMT', 'Fri, 14 Aug 2020 17:26:32 GMT', -1]",0,['https://pittstate.edu/office/health-services'],1
Washburn University,https://washburn.edu/student-life/services/health-services,1,['https://washburn.edu/student-life/services/health-services/health-links.html'],465,79.27,4.4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.037,0.389,-0.033,"['Mon, 10 Aug 2020 06:41:49 GMT']",1,"['https://washburn.edu/student-life/services/health-services', 'https://washburn.edu/student-life/services/health-services/health-links.html']",1
Wichita State University,https://www.wichita.edu/services/studenthealth,6,"['https://www.wichita.edu/services/studenthealth/UpcomingEvents.php', 'https://www.wichita.edu/services/studenthealth/medications.php', 'https://www.wichita.edu/services/studenthealth/Services.php']",2020,73.02,5.55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.01,0.657,0.123,"['Mon, 06 Jul 2020 14:29:24 GMT', -1, -1, 'Thu, 24 Oct 2019 15:30:00 GMT', -1, 'Thu, 24 Oct 2019 15:30:05 GMT']",1,"['https://www.wichita.edu/services/studenthealth', 'https://www.wichita.edu/services/studenthealth/Services.php']",1
Eastern Kentucky University,https://healthservices.eku.edu,3,"['https://healthservices.eku.edu/women%E2%80%99s-health-clinic', 'https://healthservices.eku.edu/sexual-health-and-sti-testing']",962,76.46,6.1,14,5,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.034,0.515,0.083,"['Sat, 15 Aug 2020 02:29:27 +0000', 'Sat, 15 Aug 2020 02:29:27 +0000', 'Mon, 04 Aug 2014 20:00:05 GMT']",1,"['https://healthservices.eku.edu', 'https://healthservices.eku.edu/sexual-health-and-sti-testing']",1
Kentucky State University,https://kysu.edu/administration-governance/enrollment-management-and-student-engagement/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Kentucky,https://ukhealthcare.uky.edu/university-health-service/student-health,10,"['https://ukhealthcare.uky.edu/university-health-service/student-health/services/gyn-gu', 'https://ukhealthcare.uky.edu/university-health-service/student-health/pharmacy', 'https://ukhealthcare.uky.edu/university-health-service/student-health/faqs', 'https://ukhealthcare.uky.edu/university-health-service/student-health', 'https://ukhealthcare.uky.edu/university-health-service/student-health/services/health-fee', 'https://ukhealthcare.uky.edu/university-health-service/student-health/international-students', 'https://ukhealthcare.uky.edu/university-health-service/student-health/our-student-services', 'https://ukhealthcare.uky.edu/university-health-service/student-health/services/healthcare-tips', 'https://ukhealthcare.uky.edu/university-health-service/student-health/services/nursing-clinic', 'https://ukhealthcare.uky.edu/university-health-service/student-health/services/health-fee/waiver-appeals-procedures']",21354,75.18,6.4,41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,1,1,3,3,0.045,0.608,0.201,"['Fri, 14 Aug 2020 22:04:39 GMT', 'Fri, 14 Aug 2020 22:39:12 GMT', 'Fri, 14 Aug 2020 22:04:42 GMT', 'Fri, 14 Aug 2020 22:39:17 GMT', 'Fri, 14 Aug 2020 22:39:20 GMT', 'Fri, 14 Aug 2020 22:04:47 GMT', 'Fri, 14 Aug 2020 22:23:25 GMT', 'Fri, 14 Aug 2020 22:04:50 GMT', 'Fri, 14 Aug 2020 22:04:52 GMT', 'Fri, 14 Aug 2020 21:39:43 GMT']",0,['https://ukhealthcare.uky.edu/university-health-service/student-health'],1
University of Louisville,http://louisville.edu/campushealth,20,"['https://louisville.edu/campushealth/services/medical-care/sexual-health-contraception', 'https://louisville.edu/campushealth/emergencies/contraception', 'https://louisville.edu/campushealth/resources/patient-health', 'https://louisville.edu/campushealth/files/sexually-transmitted-infection', 'https://louisville.edu/campushealth/information/forms', 'https://louisville.edu/campushealth/files/foreign-travel-forms', 'https://louisville.edu/campushealth/files/uofl-sports-medicine-physical-form', 'https://louisville.edu/campushealth/files/self-care/copy_of_WhatareEmergencyContraceptivePills.pdf/view', 'https://louisville.edu/campushealth/emergencies/contraception/login', 'https://louisville.edu/campushealth/emergencies', 'https://louisville.edu/campushealth/information/self-care/sexual-health', 'https://louisville.edu/campushealth/about-us/site-map', 'https://louisville.edu/campushealth/services/medical-care/schedule-an-appointment', 'https://louisville.edu/campushealth/services/medical-care', 'https://louisville.edu/campushealth/files/prep-faq-sheet', 'https://louisville.edu/campushealth/files/self-care/guidelines-for-vulvar-skin-care']",45634,74.96,5.84,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,2,2,0.081,0.486,0.31,"['Thu, 19 Jul 2018 13:37:06 GMT', 'Tue, 12 Sep 2017 23:40:15 GMT', 'Tue, 04 Sep 2018 18:32:33 GMT', 'Wed, 19 Mar 2014 13:16:28 GMT', 'Wed, 19 Mar 2014 13:20:38 GMT', 'Mon, 17 Mar 2014 16:16:18 GMT', 'Tue, 05 May 2020 17:02:45 GMT', 'Fri, 19 Jan 2018 20:19:59 GMT', 'Tue, 30 Jul 2013 20:19:27 GMT', 'Mon, 24 Mar 2014 15:23:26 GMT', -1, -1, -1, 'Tue, 05 Nov 2013 19:29:25 GMT', 'Mon, 17 Mar 2014 16:24:28 GMT', 'Fri, 13 Dec 2019 15:41:07 GMT', 'Wed, 01 May 2019 19:04:42 GMT', 'Sat, 26 Oct 2013 14:09:40 GMT', 'Thu, 12 Jul 2018 20:34:30 GMT', 'Sun, 16 Mar 2014 23:41:08 GMT']",1,"['http://louisville.edu/campushealth', 'http://louisville.edu/campushealth/services/medical-care/sexual-health-contraception']",1
Morehead State University,https://www.moreheadstate.edu/chs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Murray State University,https://www.murraystate.edu/campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northern Kentucky University,https://inside.nku.edu,27,"['https://inside.nku.edu/hcsw/health/nurse-practitioner-services.html', 'https://inside.nku.edu/hcsw/health.html', 'https://inside.nku.edu/library-new/find-resources/database-list/byname/v/vivawomenshistory.html', 'https://inside.nku.edu/artsci/departments/chemistry/about/diversity/percyjulian.html', 'https://inside.nku.edu/hcsw/resources/online-resources.html', 'https://inside.nku.edu/content/dam/humanresources/docs/Benefits/LandingPage/BenefitsColumn/National%20Preferred%20Alpha%20with%20Exclusion%20List.200401.pdf', 'https://inside.nku.edu/library/about/news/archive/archive2018/newtitles-dec17.html', 'https://inside.nku.edu/artsci/departments/chemistry/about/diversity.html', 'https://inside.nku.edu/artsci/centers/cinsam/aboutcinsam/people.html', 'https://inside.nku.edu/nkumagazine/2014/november/nku-after-5/late.html', 'https://inside.nku.edu/content/dam/student-government-association/PastAdministrations/docs/sga14-15docs/Minutes%20for%20October%2027.pdf', 'https://inside.nku.edu/latino.html', 'https://inside.nku.edu/steelyarchives/specialcollections/alphabeticallist/kirtley/container3.html', 'https://inside.nku.edu/content/dam/student-government-association/PastAdministrations/docs/sga14-15docs/Minutes%20for%20January%2026.pdf', 'https://inside.nku.edu/hcsw/health/respect-and-protect.html', 'https://inside.nku.edu/content/dam/titleix/docs/Investigator%20Training%20Scenario.pdf', 'https://inside.nku.edu/content/dam/coehs/LGBTQhistory/BroseTranscript.pdf', 'https://inside.nku.edu/content/dam/titleix/docs/Title%20IX%20Introductory%20Training_BrickerEckler.pdf']",14140,65.47,7.45,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.022,0.544,0.177,"['Sat, 15 Aug 2020 01:37:38 GMT', -1, 'Fri, 14 Aug 2020 22:53:03 GMT', -1, 'Fri, 14 Aug 2020 23:12:42 GMT', 'Thu, 22 Feb 2018 18:33:38 GMT', 'Mon, 06 Apr 2020 20:21:00 GMT', 'Fri, 14 Aug 2020 22:53:03 GMT', 'Mon, 06 Nov 2017 18:44:58 GMT', -1, 'Sat, 15 Aug 2020 00:34:29 GMT', -1, 'Wed, 13 Dec 2017 20:07:40 GMT', 'Wed, 13 Dec 2017 20:07:45 GMT', 'Wed, 13 Dec 2017 20:07:40 GMT', 'Fri, 14 Aug 2020 23:56:02 GMT', 'Fri, 14 Aug 2020 22:53:03 GMT', 'Thu, 22 Aug 2019 18:03:14 GMT', 'Wed, 13 Dec 2017 20:07:41 GMT', -1, 'Wed, 13 Dec 2017 20:07:28 GMT', 'Thu, 06 Aug 2020 20:48:47 GMT', 'Mon, 15 Apr 2019 22:03:22 GMT', 'Tue, 01 May 2018 13:06:16 GMT', 'Fri, 14 Aug 2020 22:53:03 GMT', 'Thu, 06 Aug 2020 20:45:19 GMT', 'Thu, 06 Aug 2020 21:19:40 GMT']",3,"['https://inside.nku.edu', 'https://inside.nku.edu/faculty-staff.html', 'https://inside.nku.edu/cite/technologyresources/Canvas_faculty.html', 'https://inside.nku.edu/content/dam/cite/docs/Canvas%20-%20How%20to%20Contact%20Students%20in%20an%20Unpublished%20Course.docx']",1
Western Kentucky University,https://www.wku.edu/healthservices,15,"['https://www.wku.edu/healthservices/news/index.php?view=article&articleid=839', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=643', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=2619', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=714', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=2629', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=485&return=archive', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=752', 'https://www.wku.edu/healthservices/news/index.php?view=archive&archivepage=1', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=3085&return=archive', 'https://www.wku.edu/healthservices/health-ed/calendar/index.php?eventid=3099&view=event', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=546', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=2139', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=632&return=archive', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=718', 'https://www.wku.edu/healthservices/news/index.php?view=article&articleid=502']",24238,67.68,8.72,92,15,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,41,24,0.048,0.561,0.124,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",-1,[],1
Grambling State University,https://www.gram.edu/student-life/services/health-center,4,"['http://www.gram.edu/student-life/services/health-center/docs/Medhis.PDF', 'https://www.gram.edu/student-life/services/health-center/services.php', 'http://www.gram.edu/student-life/services/health-center/docs/zika%20virus%20alert.pdf']",14406,59.92,8.01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.027,0.578,-0.085,"[-1, -1, -1, -1]",0,['https://www.gram.edu/student-life/services/health-center'],1
Louisiana State University Alexandria,https://www.lsua.edu/campus-life/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Louisiana State University and Agricultural & Mechanical College,https://lsu.edu/shc,12,"['https://www.lsu.edu/shc/files/assessment/NCHA-II_SPRING_2017_EXECUTIVE_SUMMARY.pdf', 'http://www.lsu.edu/shc/files/assessment/NCHA-II-SPRING0-2017-LOUISIANA-STATE-UNIVERSITY-DATA-REPORT.pdf', 'https://www.lsu.edu/shc/about/cost-common-services.php', 'https://lsu.edu/shc/medical/womens-clinic.php', 'https://www.lsu.edu/shc/medical/zika.php', 'https://lsu.edu/shc/wellness/wevo.php', 'https://paa.lsu.edu/shc/wellness/classes.php']",2604,76.62,5.67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0.04,0.52,0.122,"['Mon, 23 Oct 2017 14:00:31 GMT', 'Thu, 11 Jan 2018 17:21:46 GMT', 'Mon, 23 Oct 2017 14:00:52 GMT', -1, 'Mon, 23 Oct 2017 14:00:49 GMT', -1, 'Thu, 19 Apr 2018 21:25:19 GMT', -1, -1, -1, -1, 'Mon, 23 Oct 2017 14:01:09 GMT']",0,['https://lsu.edu/shc'],1
Louisiana State University Shreveport,https://www.lsuhs.edu,12,"['https://www.lsuhs.edu/fs/resource-manager/view/9a75b915-85ab-4650-aa1c-8d65cd26c0d8', 'https://www.lsuhs.edu/fs/resource-manager/view/3aa3c49e-fa36-4afa-a17e-6d1dfee0c60f', 'https://www.lsuhs.edu/centers/feist-weiller-cancer-center/patients/patient-guide/partners-in-wellness', 'https://www.lsuhs.edu/fs/resource-manager/view/5de7377c-06f8-4379-b522-69d6a12a81d9', 'https://www.lsuhs.edu/fs/resource-manager/view/1e525293-63d3-49e5-be20-41e7b65aafeb', 'https://www.lsuhs.edu/fs/resource-manager/view/29c748c7-d48e-4afb-9219-cfe51088435f', 'https://www.lsuhs.edu/fs/resource-manager/view/0cbcf252-17b3-471f-99c2-6e3fbc0083e5', 'https://www.lsuhs.edu/fs/resource-manager/view/294c02aa-7703-4441-b26f-cb20f71e5c41', 'https://www.lsuhs.edu/fs/resource-manager/view/e1fcba5d-cb4f-44a0-891b-28a2216a9696', 'https://www.lsuhs.edu/departments/school-of-medicine/pathology/outreach-services/forms-supplies', 'https://www.lsuhs.edu/departments/school-of-medicine/pathology/divisions/anatomic-pathology', 'https://www.lsuhs.edu/departments/school-of-medicine/family-medicine-comprehensive-care/family-medicine-residency-alexandria/patients']",351443,63.67,7.82,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,2,0,0,0,0.03,0.536,0.164,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",0,['https://www.lsuhs.edu'],1
Louisiana Tech University,https://guiceblog.latech.edu/2016/11/28/a-paige-from-our-student-health-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
McNeese State University,https://www.mcneese.edu/health-services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of New Orleans,https://www.uno.edu/campus-health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Nicholls State University,https://www.nicholls.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
University of Louisiana at Monroe,https://www.ulm.edu/healthclinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Northwestern State University of Louisiana,https://www.nsula.edu/health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
